MC_name,Bin_code,MC_low,MC_high,Bin_low,Bin_high
SBER BANK OJSC,,5530277300000000000,5530277399999999999,5530277300000000000,5530277399999999999
"JOINT-STOCK ""HALYK SAVINGS BANK OF KAZAKHSTAN""",joint_stock_bank_kazkommertsbank,5530277500000000000,5530277599999999999,5530277500000000000,5530277599999999999
"JOINT STOCK COMPANY ""BANK DOM.RF""",bank_dom_rf,5530278700000000000,5530278799999999999,5530278700000000000,5530278799999999999
"SUBSIDIARY BANK ""SBERBANK OF RUSSIA"" JOINT STOCK COMPANY",sberbank_kz,5530279300000000000,5530279399999999999,5530279300000000000,5530279399999999999
BELGAZPROMBANK,belgazprombank,5530284100000000000,5530284199999999999,5530284100000000000,5530284199999999999
"JOINT STOCK COMPANY ""ALFA-BANK""",alfa,5530295100000000000,5530295199999999999,5530295100000000000,5530295199999999999
"CREDIT UNION ""PAYMENT CENTER"" (LIMITED LIABILITY COMPANY)",transkapital,5530296700000000000,5530296799999999999,5530296700000000000,5530296799999999999
PJSC ROSBANK,rosbank,5530299100000000000,5530299199999999999,5530299100000000000,5530299199999999999
SBERBANK OF RUSSIA,sber,5530299400000000000,5530299499999999999,5530299400000000000,5530299499999999999
Tinkoff Bank,tinkoff,5534200000000000000,5534209999999999999,5534200000000000000,5534209999999999999
Joint Stock Company Nurbank,joint_stock_company_nurbank,5534810000000000000,5534819999999999999,5534810000000000000,5534819999999999999
AO Raiffeisenbank,raiffeisen,5534960000000000000,5534969999999999999,5534960000000000000,5534969999999999999
Joint Stock Savings Bank Belarusbank,belarusbank,5536080000000000000,5536080009999999999,5536080000000000000,5536080009999999999
Joint Stock Savings Bank Belarusbank,belarusbank,5536080010000000000,5536080011999999999,5536080010000000000,5536080011999999999
Joint Stock Savings Bank Belarusbank,belarusbank,5536080012000000000,5536089999999999999,5536080012000000000,5536089999999999999
Credit Union Payment Center (Limited Liability Company),credit_union_payment_center,5536090000000000000,5536099999999999999,5536090000000000000,5536099999999999999
Tinkoff Bank,tinkoff,5536910000000000000,5536910029999999999,5536910000000000000,5536910029999999999
Tinkoff Bank,tinkoff,5536910000000000000,5536910029999999999,5536910000000000000,5536919999999999999
Tinkoff Bank,tinkoff,5536910030000000000,5536913749999999999,5536910030000000000,5536913749999999999
Tinkoff Bank,tinkoff,5536913750000000000,5536913799999999999,5536913750000000000,5536913799999999999
Tinkoff Bank,tinkoff,5536913800000000000,5536917709999999999,5536913800000000000,5536917709999999999
Tinkoff Bank,tinkoff,5536917710000000000,5536917759999999999,5536917710000000000,5536917759999999999
Tinkoff Bank,tinkoff,5536917760000000000,5536919999999999999,5536917760000000000,5536919999999999999
Credit Union Payment Center (Limited Liability Company),rosbank,5539090000000000000,5539099999999999999,5539090000000000000,5539099999999999999
First Heartland Jusan Bank Joint Stock Company,jusan,5540660000000000000,5540669999999999999,5540660000000000000,5540669999999999999
PJSC Orient Finans,KDB,5542690000000000000,5542699999999999999,5542690000000000000,5542699999999999999
PJSC Orient Finans,KDB,5542700000000000000,5542709999999999999,5542700000000000000,5542709999999999999
Credit Union Payment Center (Limited Liability Company),zhivago_bank,5543170000000000000,5543179999999999999,5543170000000000000,5543179999999999999
VTB Bank (Public Joint-Stock Company),vtb,5543630000000000000,5543639999999999999,5543630000000000000,5543639999999999999
Public Joint-Stock Company Bank Otkritie Financial Corporation,binbank,5543720000000000000,5543729999999999999,5543720000000000000,5543729999999999999
Public Joint-Stock Company Bank Otkritie Financial Corporation,binbank,5543730000000000000,5543739999999999999,5543730000000000000,5543739999999999999
VTB Bank (Public Joint-Stock Company),smp,5543840000000000000,5543849999999999999,5543840000000000000,5543849999999999999
VTB Bank (Public Joint-Stock Company),vtb,5543860000000000000,5543869999999999999,5543860000000000000,5543869999999999999
VTB Bank (Public Joint-Stock Company),vtb,5543930000000000000,5543939999999999999,5543930000000000000,5543939999999999999
PJSC ROSBANK,credit_ural_bank,5544400000000000000,5544409999999999999,5544400000000000000,5544409999999999999
VTB Bank (Public Joint-Stock Company),vtb,5544720000000000000,5544729999999999999,5544720000000000000,5544729999999999999
SBERBANK OF RUSSIA,sber,5544751400000000000,5544751499999999999,5544751400000000000,5544751499999999999
UNICREDIT BANK,unicredit,5544752600000000000,5544752699999999999,5544752600000000000,5544752699999999999
"CREDIT UNION ""PAYMENT CENTER"" (LIMITED LIABILITY COMPANY)",credit_union_payment_center,5544756500000000000,5544756599999999999,5544756500000000000,5544756599999999999
GAZPROMBANK (JOINT STOCK COMPANY),gazprom,5544759100000000000,5544759199999999999,5544759100000000000,5544759199999999999
Severny Morskoy Put Open Joint Stock Company (OJSC),smp,5545240000000000000,5545249999999999999,5545240000000000000,5545249999999999999
PUBLIC JOINT STOCK COMPANY PROMSVYAZBANK,promsvyazbank,5545290700000000000,5545290799999999999,5545290700000000000,5545290799999999999
"CREDIT UNION ""PAYMENT CENTER"" (LIMITED LIABILITY COMPANY)",otkritie,5545299400000000000,5545299499999999999,5545299400000000000,5545299499999999999
"PJSC ""MTS BANK""",mts_bank,5545365700000000000,5545365799999999999,5545365700000000000,5545365799999999999
JSC FORTEBANK,jsc_fortebank,5545366700000000000,5545366799999999999,5545366700000000000,5545366799999999999
Public Joint Stock Company Bank Uralsib,uralsib,5545460000000000000,5545469999999999999,5545460000000000000,5545469999999999999
PJSC ROSBANK,rosbank,5545490000000000000,5545499999999999999,5545490000000000000,5545499999999999999
Joint Stock Company Bank DOM.RF,bank_dom_rf,5545620000000000000,5545621499999999999,5545620000000000000,5545621499999999999
Joint Stock Company Bank DOM.RF,bank_dom_rf,5545621500000000000,5545629999999999999,5545621500000000000,5545629999999999999
PJSC ROSBANK,sdm,5545810000000000000,5545819999999999999,5545810000000000000,5545819999999999999
Joint Stock Company Bank DOM.RF,bank_dom_rf,5546070000000000000,5546074999999999999,5546070000000000000,5546074999999999999
Joint Stock Company Bank DOM.RF,bank_dom_rf,5546075000000000000,5546079999999999999,5546075000000000000,5546079999999999999
Public Joint Stock Company Promsvyazbank,promsvyazbank,5547590000000000000,5547595999999999999,5547590000000000000,5547595999999999999
Public Joint Stock Company Promsvyazbank,promsvyazbank,5547596000000000000,5547598399999999999,5547596000000000000,5547598399999999999
Public Joint Stock Company Promsvyazbank,promsvyazbank,5547598400000000000,5547599999999999999,5547598400000000000,5547599999999999999
PJSC ROSBANK,rosbank,5547610000000000000,5547610899999999999,5547610000000000000,5547610899999999999
PJSC ROSBANK,rosbank,5547610900000000000,5547610999999999999,5547610900000000000,5547610999999999999
PJSC ROSBANK,rosbank,5547611000000000000,5547619999999999999,5547611000000000000,5547619999999999999
Bank Zenit,bank_zenit,5547800000000000000,5547809999999999999,5547800000000000000,5547809999999999999
Public Joint Stock Company Promsvyazbank,promsvyazbank,5547810000000000000,5547816999999999999,5547810000000000000,5547816999999999999
Public Joint Stock Company Promsvyazbank,promsvyazbank,5547817000000000000,5547817999999999999,5547817000000000000,5547817999999999999
Public Joint Stock Company Promsvyazbank,promsvyazbank,5547818000000000000,5547819999999999999,5547818000000000000,5547819999999999999
PJSC ROSBANK,rosbank,5547820000000000000,5547820299999999999,5547820000000000000,5547820299999999999
PJSC ROSBANK,rosbank,5547820300000000000,5547820399999999999,5547820300000000000,5547820399999999999
PJSC ROSBANK,rosbank,5547820400000000000,5547829999999999999,5547820400000000000,5547829999999999999
Joint-Stock Company MTBank,minsk_transit,5548320000000000000,5548320099999999999,5548320000000000000,5548320099999999999
Credit Union Payment Center (Limited Liability Company),credit_union_payment_center,5548630000000000000,5548639999999999999,5548630000000000000,5548639999999999999
LLC bank Round,llc_bank_round,5548700000000000000,5548709999999999999,5548700000000000000,5548709999999999999
OJSC RSK BANK,RSKBank,5549790000000000000,5549799999999999999,5549790000000000000,5549799999999999999
Joint Stock Company Commercial Bank Citibank,citibank,5550570000000000000,5550579999999999999,5550570000000000000,5550579999999999999
Joint Stock Company Commercial Bank Citibank,citibank,5550580000000000000,5550589999999999999,5550580000000000000,5550589999999999999
Joint Stock Company Commercial Bank Citibank,citibank,5550590000000000000,5550599999999999999,5550590000000000000,5550599999999999999
Uzbek Industrial and Construction Bank JSCB,,5550620000000000000,5550620009999999999,5550620000000000000,5550620009999999999
Joint Stock Company ALFA-BANK,alfa,5551560000000000000,5551569999999999999,5551560000000000000,5551569999999999999
URAL BANK FOR RECONSTRUCTION AND DEVELOPMENT,,5553661200000000000,5553661299999999999,5553661200000000000,5553661299999999999
JOINT STOCK COMPANY COMMERCIAL BANK CITIBANK,citibank,5553703200000000000,5553703299999999999,5553703200000000000,5553703299999999999
"JOINT STOCK COMPANY ""ALFA-BANK""",alfa,5553719100000000000,5553719199999999999,5553719100000000000,5553719199999999999
BANK HAPOALIM B.M.,bank_hapoalim_b_m,5554130000000000000,5554139999999999999,5554130000000000000,5554139999999999999
ISRAEL CREDIT CARDS LTD.,,5554150000000000000,5554150049999999999,5554150000000000000,5554150049999999999
ISRAEL CREDIT CARDS LTD.,,5554150050000000000,5554150099999999999,5554150050000000000,5554150099999999999
ISRAEL CREDIT CARDS LTD.,,5554150100000000000,5554150149999999999,5554150100000000000,5554150149999999999
ISRAEL CREDIT CARDS LTD.,,5554150150000000000,5554150199999999999,5554150150000000000,5554150199999999999
ISRAEL CREDIT CARDS LTD.,,5554150200000000000,5554150249999999999,5554150200000000000,5554150249999999999
ISRAEL CREDIT CARDS LTD.,,5554150250000000000,5554150299999999999,5554150250000000000,5554150299999999999
ISRAEL CREDIT CARDS LTD.,,5554150300000000000,5554150349999999999,5554150300000000000,5554150349999999999
ISRAEL CREDIT CARDS LTD.,,5554150350000000000,5554150399999999999,5554150350000000000,5554150399999999999
ISRAEL CREDIT CARDS LTD.,,5554150400000000000,5554150449999999999,5554150400000000000,5554150449999999999
ISRAEL CREDIT CARDS LTD.,,5554150450000000000,5554150499999999999,5554150450000000000,5554150499999999999
ISRAEL CREDIT CARDS LTD.,,5554150500000000000,5554150549999999999,5554150500000000000,5554150549999999999
ISRAEL CREDIT CARDS LTD.,,5554150550000000000,5554150599999999999,5554150550000000000,5554150599999999999
ISRAEL CREDIT CARDS LTD.,,5554150600000000000,5554150649999999999,5554150600000000000,5554150649999999999
ISRAEL CREDIT CARDS LTD.,,5554150650000000000,5554150699999999999,5554150650000000000,5554150699999999999
ISRAEL CREDIT CARDS LTD.,,5554150700000000000,5554150749999999999,5554150700000000000,5554150749999999999
ISRAEL CREDIT CARDS LTD.,,5554150750000000000,5554150799999999999,5554150750000000000,5554150799999999999
ISRAEL CREDIT CARDS LTD.,,5554150800000000000,5554150849999999999,5554150800000000000,5554150849999999999
BANK HAPOALIM B.M.,bank_hapoalim_b_m,5554350000000000000,5554357519999999999,5554350000000000000,5554357519999999999
BANK HAPOALIM B.M.,bank_hapoalim_b_m,5554357520000000000,5554357899999999999,5554357520000000000,5554357899999999999
BANK HAPOALIM B.M.,bank_hapoalim_b_m,5554357900000000000,5554359999999999999,5554357900000000000,5554359999999999999
Joint Stock Commercial Bank Moscow Industrial Bank,moscow_industrial_bank,5554720000000000000,5554729999999999999,5554720000000000000,5554729999999999999
BANK HAPOALIM B.M.,,5554860000000000000,5554860349999999999,5554860000000000000,5554860349999999999
BANK HAPOALIM B.M.,,5554860350000000000,5554860389999999999,5554860350000000000,5554860389999999999
BANK HAPOALIM B.M.,,5554860390000000000,5554861349999999999,5554860390000000000,5554861349999999999
BANK HAPOALIM B.M.,,5554861350000000000,5554861389999999999,5554861350000000000,5554861389999999999
BANK HAPOALIM B.M.,,5554861390000000000,5554869999999999999,5554861390000000000,5554869999999999999
BANK LEUMI LE-ISRAEL BM,bank_leumi_le_israel_bm,5554890000000000000,5554899999999999999,5554890000000000000,5554899999999999999
Credit Union Payment Center (Limited Liability Company),,5555190000000000000,5555199999999999999,5555190000000000000,5555199999999999999
Joint Stock Company Asakabank,,5555360000000000000,5555361999999999999,5555360000000000000,5555361999999999999
Joint Stock Company Asakabank,Asaka,5555362000000000000,5555362999999999999,5555362000000000000,5555362999999999999
Joint Stock Company Asakabank,Ipoteka,5555362000000000000,5555362999999999999,5555362100000000000,5555362199999999999
Joint Stock Company Asakabank,Ipoteka,5555363000000000000,5555363999999999999,5555363000000000000,5555363099999999999
Joint Stock Company Asakabank,Asaka,5555364000000000000,5555364999999999999,5555364000000000000,5555364999999999999
Joint Stock Company Asakabank,UzPSB,5555365000000000000,5555365999999999999,5555365000000000000,5555365099999999999
Joint Stock Company Asakabank,UzPSB,5555366000000000000,5555366399999999999,5555366000000000000,5555366099999999999
Joint Stock Company Asakabank,UzPSB,5555366000000000000,5555366399999999999,5555366100000000000,5555366199999999999
Joint Stock Company Asakabank,UzPSB,5555366000000000000,5555366399999999999,5555366200000000000,5555366299999999999
Joint Stock Company Asakabank,Agro,5555366400000000000,5555367399999999999,5555366400000000000,5555366499999999999
Joint Stock Company Asakabank,Agro,5555366400000000000,5555367399999999999,5555366500000000000,5555366599999999999
Joint Stock Company Asakabank,Agro,5555366400000000000,5555367399999999999,5555366600000000000,5555366699999999999
Joint Stock Company Asakabank,Agro,5555366400000000000,5555367399999999999,5555366700000000000,5555366799999999999
Joint Stock Company Asakabank,Agro,5555366400000000000,5555367399999999999,5555366800000000000,5555366899999999999
Joint Stock Company Asakabank,Asaka,5555367400000000000,5555367799999999999,5555367400000000000,5555367799999999999
Joint Stock Company Asakabank,Asaka,5555367800000000000,5555367999999999999,5555367800000000000,5555367999999999999
Joint Stock Company Asakabank,,5555368000000000000,5555368199999999999,5555368000000000000,5555368199999999999
Joint Stock Company Asakabank,Asaka,5555368200000000000,5555368399999999999,5555368200000000000,5555368399999999999
Joint Stock Company Asakabank,Asaka,5555368400000000000,5555368599999999999,5555368400000000000,5555368599999999999
Joint Stock Company Asakabank,Asaka,5555368600000000000,5555368799999999999,5555368600000000000,5555368799999999999
Joint Stock Company Asakabank,Agro,5555368800000000000,5555368999999999999,5555368800000000000,5555368899999999999
Joint Stock Company Asakabank,,5555369000000000000,5555369199999999999,5555369000000000000,5555369199999999999
Joint Stock Company Asakabank,Asaka,5555369200000000000,5555369299999999999,5555369200000000000,5555369299999999999
Joint Stock Company Asakabank,,5555369300000000000,5555369349999999999,5555369300000000000,5555369349999999999
Joint Stock Company Asakabank,Asaka,5555369350000000000,5555369399999999999,5555369350000000000,5555369399999999999
Joint Stock Company Asakabank,,5555369400000000000,5555369449999999999,5555369400000000000,5555369449999999999
Joint Stock Company Asakabank,Asaka,5555369450000000000,5555369499999999999,5555369450000000000,5555369499999999999
Joint Stock Company Asakabank,,5555369500000000000,5555369549999999999,5555369500000000000,5555369549999999999
Joint Stock Company Asakabank,Asaka,5555369550000000000,5555369599999999999,5555369550000000000,5555369599999999999
Joint Stock Company Asakabank,,5555369600000000000,5555369649999999999,5555369600000000000,5555369649999999999
Joint Stock Company Asakabank,Asaka,5555369650000000000,5555369699999999999,5555369650000000000,5555369699999999999
Joint Stock Company Asakabank,,5555369700000000000,5555369749999999999,5555369700000000000,5555369749999999999
Joint Stock Company Asakabank,Asaka,5555369750000000000,5555369799999999999,5555369750000000000,5555369799999999999
Joint Stock Company Asakabank,,5555369800000000000,5555369849999999999,5555369800000000000,5555369849999999999
Joint Stock Company Asakabank,Asaka,5555369850000000000,5555369899999999999,5555369850000000000,5555369899999999999
Joint Stock Company Asakabank,,5555369900000000000,5555369949999999999,5555369900000000000,5555369949999999999
Joint Stock Company Asakabank,Asaka,5555369950000000000,5555369999999999999,5555369950000000000,5555369999999999999
Credit Union Payment Center (Limited Liability Company),unicredit,5555470000000000000,5555479999999999999,5555470000000000000,5555479999999999999
BANK HAPOALIM B.M.,bank_hapoalim_b_m,5555540000000000000,5555547499999999999,5555540000000000000,5555547499999999999
BANK HAPOALIM B.M.,bank_hapoalim_b_m,5555547500000000000,5555549999999999999,5555547500000000000,5555549999999999999
BANK HAPOALIM B.M.,,5555610000000000000,5555619999999999999,5555610000000000000,5555619999999999999
BANK LEUMI LE-ISRAEL BM,bank_leumi_le_israel_bm,5555690000000000000,5555694999999999999,5555690000000000000,5555694999999999999
BANK LEUMI LE-ISRAEL BM,bank_leumi_le_israel_bm,5555695000000000000,5555699999999999999,5555695000000000000,5555699999999999999
ISRAEL CREDIT CARDS LTD.,israel_credit_cards_limited,5555780000000000000,5555780099999999999,5555780000000000000,5555780099999999999
ISRAEL CREDIT CARDS LTD.,israel_credit_cards_limited,5555780100000000000,5555780199999999999,5555780100000000000,5555780199999999999
BANK LEUMI LE-ISRAEL BM,bank_leumi_le_israel_bm,5555820000000000000,5555823999999999999,5555820000000000000,5555823999999999999
BANK LEUMI LE-ISRAEL BM,bank_leumi_le_israel_bm,5555824000000000000,5555827999999999999,5555824000000000000,5555827999999999999
BANK LEUMI LE-ISRAEL BM,bank_leumi_le_israel_bm,5555828000000000000,5555829999999999999,5555828000000000000,5555829999999999999
BANK HAPOALIM B.M.,bank_hapoalim_b_m,5555940000000000000,5555943999999999999,5555940000000000000,5555943999999999999
BANK HAPOALIM B.M.,bank_hapoalim_b_m,5555944000000000000,5555947999999999999,5555944000000000000,5555947999999999999
BANK HAPOALIM B.M.,bank_hapoalim_b_m,5555948000000000000,5555949999999999999,5555948000000000000,5555949999999999999
BANK LEUMI LE-ISRAEL BM,bank_leumi_le_israel_bm,5556790000000000000,5556799999999999999,5556790000000000000,5556799999999999999
BANK HAPOALIM B.M.,,5557570000000000000,5557570349999999999,5557570000000000000,5557570349999999999
BANK HAPOALIM B.M.,,5557570350000000000,5557570359999999999,5557570350000000000,5557570359999999999
BANK HAPOALIM B.M.,,5557570360000000000,5557574999999999999,5557570360000000000,5557574999999999999
BANK HAPOALIM B.M.,,5557575000000000000,5557577999999999999,5557575000000000000,5557577999999999999
BANK HAPOALIM B.M.,,5557578000000000000,5557579999999999999,5557578000000000000,5557579999999999999
Money Mail Ru,,5557811000000000000,5557811999999999999,5557811000000000000,5557811999999999999
ISRAEL CREDIT CARDS LTD.,,5558040000000000000,5558040049999999999,5558040000000000000,5558040049999999999
ISRAEL CREDIT CARDS LTD.,,5558040050000000000,5558040099999999999,5558040050000000000,5558040099999999999
ISRAEL CREDIT CARDS LTD.,,5558040100000000000,5558040149999999999,5558040100000000000,5558040149999999999
ISRAEL CREDIT CARDS LTD.,,5558040150000000000,5558040199999999999,5558040150000000000,5558040199999999999
ISRAEL CREDIT CARDS LTD.,,5558040200000000000,5558040249999999999,5558040200000000000,5558040249999999999
ISRAEL CREDIT CARDS LTD.,,5558040250000000000,5558040299999999999,5558040250000000000,5558040299999999999
ISRAEL CREDIT CARDS LTD.,,5558040300000000000,5558040349999999999,5558040300000000000,5558040349999999999
ISRAEL CREDIT CARDS LTD.,,5558040350000000000,5558040399999999999,5558040350000000000,5558040399999999999
ISRAEL CREDIT CARDS LTD.,,5558040400000000000,5558040449999999999,5558040400000000000,5558040449999999999
ISRAEL CREDIT CARDS LTD.,,5558040450000000000,5558040499999999999,5558040450000000000,5558040499999999999
ISRAEL CREDIT CARDS LTD.,,5558040500000000000,5558040549999999999,5558040500000000000,5558040549999999999
ISRAEL CREDIT CARDS LTD.,,5558040550000000000,5558040599999999999,5558040550000000000,5558040599999999999
ISRAEL CREDIT CARDS LTD.,,5558040600000000000,5558040649999999999,5558040600000000000,5558040649999999999
ISRAEL CREDIT CARDS LTD.,,5558040650000000000,5558040699999999999,5558040650000000000,5558040699999999999
ISRAEL CREDIT CARDS LTD.,,5558040700000000000,5558040749999999999,5558040700000000000,5558040749999999999
ISRAEL CREDIT CARDS LTD.,,5558040750000000000,5558040799999999999,5558040750000000000,5558040799999999999
ISRAEL CREDIT CARDS LTD.,,5558040800000000000,5558040849999999999,5558040800000000000,5558040849999999999
ISRAEL CREDIT CARDS LTD.,israel_credit_cards_limited,5558180000000000000,5558180099999999999,5558180000000000000,5558180099999999999
ISRAEL CREDIT CARDS LTD.,israel_credit_cards_limited,5558660000000000000,5558660099999999999,5558660000000000000,5558660099999999999
ISRAEL CREDIT CARDS LTD.,israel_credit_cards_limited,5558660100000000000,5558660199999999999,5558660100000000000,5558660199999999999
ISRAEL CREDIT CARDS LTD.,israel_credit_cards_limited,5558660200000000000,5558660299999999999,5558660200000000000,5558660299999999999
ISRAEL CREDIT CARDS LTD.,israel_credit_cards_limited,5558660300000000000,5558660399999999999,5558660300000000000,5558660399999999999
ISRAEL CREDIT CARDS LTD.,israel_credit_cards_limited,5558660400000000000,5558660499999999999,5558660400000000000,5558660499999999999
ISRAEL CREDIT CARDS LTD.,israel_credit_cards_limited,5558660500000000000,5558660599999999999,5558660500000000000,5558660599999999999
ISRAEL CREDIT CARDS LTD.,israel_credit_cards_limited,5558660600000000000,5558660699999999999,5558660600000000000,5558660699999999999
ISRAEL CREDIT CARDS LTD.,israel_credit_cards_limited,5558660700000000000,5558660799999999999,5558660700000000000,5558660799999999999
ISRAEL CREDIT CARDS LTD.,israel_credit_cards_limited,5558660800000000000,5558660899999999999,5558660800000000000,5558660899999999999
ISRAEL CREDIT CARDS LTD.,israel_credit_cards_limited,5558660900000000000,5558660999999999999,5558660900000000000,5558660999999999999
Credit Union Payment Center (Limited Liability Company),,5558680000000000000,5558689999999999999,5558680000000000000,5558689999999999999
Joint Stock Company OTP Bank,otp_bank,5558820000000000000,5558829999999999999,5558820000000000000,5558829999999999999
Israel Credit Cards Ltd.,israel_credit_cards_limited,5558880000000000000,5558880499999999999,5558880000000000000,5558880499999999999
Israel Credit Cards Ltd.,israel_credit_cards_limited,5558880500000000000,5558880999999999999,5558880500000000000,5558880999999999999
Israel Credit Cards Ltd.,israel_credit_cards_limited,5558881000000000000,5558881499999999999,5558881000000000000,5558881499999999999
Israel Credit Cards Ltd.,israel_credit_cards_limited,5558881500000000000,5558881999999999999,5558881500000000000,5558881999999999999
Israel Credit Cards Ltd.,israel_credit_cards_limited,5558882000000000000,5558882499999999999,5558882000000000000,5558882499999999999
Israel Credit Cards Ltd.,israel_credit_cards_limited,5558882500000000000,5558882999999999999,5558882500000000000,5558882999999999999
Israel Credit Cards Ltd.,israel_credit_cards_limited,5558883000000000000,5558883499999999999,5558883000000000000,5558883499999999999
Israel Credit Cards Ltd.,israel_credit_cards_limited,5558883500000000000,5558883999999999999,5558883500000000000,5558883999999999999
Israel Credit Cards Ltd.,israel_credit_cards_limited,5558884000000000000,5558884499999999999,5558884000000000000,5558884499999999999
Israel Credit Cards Ltd.,israel_credit_cards_limited,5558884500000000000,5558884999999999999,5558884500000000000,5558884999999999999
Israel Credit Cards Ltd.,israel_credit_cards_limited,5558885000000000000,5558885499999999999,5558885000000000000,5558885499999999999
Israel Credit Cards Ltd.,israel_credit_cards_limited,5558885500000000000,5558885999999999999,5558885500000000000,5558885999999999999
Israel Credit Cards Ltd.,israel_credit_cards_limited,5558886000000000000,5558886499999999999,5558886000000000000,5558886499999999999
Israel Credit Cards Ltd.,israel_credit_cards_limited,5558886500000000000,5558886999999999999,5558886500000000000,5558886999999999999
Israel Credit Cards Ltd.,israel_credit_cards_limited,5558887000000000000,5558887499999999999,5558887000000000000,5558887499999999999
Israel Credit Cards Ltd.,israel_credit_cards_limited,5558887500000000000,5558887999999999999,5558887500000000000,5558887999999999999
Israel Credit Cards Ltd.,israel_credit_cards_limited,5558888000000000000,5558889999999999999,5558888000000000000,5558889999999999999
Joint Stock Company ALFA-BANK,alfa,5559280000000000000,5559289999999999999,5559280000000000000,5559289999999999999
Joint Stock Company ALFA-BANK,alfa,5559330000000000000,5559339999999999999,5559330000000000000,5559339999999999999
Joint Stock Company ALFA-BANK,alfa,5559470000000000000,5559479999999999999,5559470000000000000,5559479999999999999
Joint Stock Company ALFA-BANK,alfa,5559490000000000000,5559499999999999999,5559490000000000000,5559499999999999999
Joint Stock Company ALFA-BANK,alfa,5559570000000000000,5559579999999999999,5559570000000000000,5559579999999999999
PJSC MTS Bank,mts_bank,5559730000000000000,5559739999999999999,5559730000000000000,5559739999999999999
Public Joint Stock Company Promsvyazbank,int_bank_for_settlements_of_the_telecom_postal_services,5560560000000000000,5560569999999999999,5560560000000000000,5560569999999999999
Closed Joint Stock Company Alfa-Bank,alfa_by,5568430000000000000,5568439999999999999,5568430000000000000,5568439999999999999
Open joint-stock company Paritetbank,paritet_by,5568840000000000000,5568841999999999999,5568840000000000000,5568841999999999999
Open joint-stock company Paritetbank,paritet_by,5568842000000000000,5568845999999999999,5568842000000000000,5568845999999999999
Open joint-stock company Paritetbank,paritet_by,5568846000000000000,5568849999999999999,5568846000000000000,5568849999999999999
Sberbank of Russia,sber,5570000000000000000,5570009999999999999,5570000000000000000,5570009999999999999
Bank Zenit,bank_zenit,5570290000000000000,5570299999999999999,5570290000000000000,5570299999999999999
Bank Zenit,bank_zenit,5570300000000000000,5570309325999999999,5570309325500000000,5570309355499999999
Bank Zenit,bank_zenit,5570309355000000000,5570309998999999999,5570309355500000000,5570309998499999999
Bank Zenit,bank_zenit,5570309998000000000,5570309999999999999,5570309998500000000,5570309999999999999
Credit Ural Bank,credit_ural_bank,5570310000000000000,5570319999999999999,5570310000000000000,5570319999999999999
Credit Ural Bank,credit_ural_bank,5570470000000000000,5570479999999999999,5570470000000000000,5570479999999999999
Credit Europe Bank Ltd,credit_europe_bank_ltd,5570560000000000000,5570567499999999999,5570560000000000000,5570567499999999999
Credit Europe Bank Ltd,credit_europe_bank_ltd,5570567500000000000,5570567699999999999,5570567500000000000,5570567699999999999
Credit Europe Bank Ltd,credit_europe_bank_ltd,5570567700000000000,5570569999999999999,5570567700000000000,5570569999999999999
Credit Europe Bank Ltd,credit_europe_bank_ltd,5570570000000000000,5570579999999999999,5570570000000000000,5570579999999999999
Belvnesheconombank,belvnesheconom,5570700000000000000,5570709999999999999,5570700000000000000,5570709999999999999
Joint Stock Commercial Bank Moscow Industrial Bank,moscow_industrial_bank,5570710000000000000,5570717189999999999,5570710000000000000,5570717189999999999
Joint Stock Commercial Bank Moscow Industrial Bank,moscow_industrial_bank,5570717190000000000,5570717299999999999,5570717190000000000,5570717299999999999
Joint Stock Commercial Bank Moscow Industrial Bank,moscow_industrial_bank,5570717300000000000,5570719999999999999,5570717300000000000,5570719999999999999
Joint Stock Commercial Bank Moscow Industrial Bank,moscow_industrial_bank,5570720000000000000,5570725109999999999,5570720000000000000,5570725109999999999
Joint Stock Commercial Bank Moscow Industrial Bank,moscow_industrial_bank,5570725110000000000,5570725119999999999,5570725110000000000,5570725119999999999
Joint Stock Commercial Bank Moscow Industrial Bank,moscow_industrial_bank,5570725120000000000,5570729999999999999,5570725120000000000,5570729999999999999
PJSC ROSBANK,tinkoff,5570730000000000000,5570730099999999999,5570730000000000000,5570739999999999999
PJSC ROSBANK,rosbank,5570730000000000000,5570730099999999999,5570730000000000000,5570730099999999999
"PUBLIC JOINT-STOCK COMPANY ""BANK OTKRITIE FINANCIAL CORPORATION""",CREDIT UNION PAYMENT CENTER,5570730200000000000,5570730299999999999,5570730200000000000,5570730299999999999
TINKOFF BANK,tinkoff,5570730500000000000,5570730599999999999,5570730500000000000,5570730599999999999
"JOINT STOCK COMPANY ""ALFA-BANK""",alfa,5570731000000000000,5570731099999999999,5570731000000000000,5570731099999999999
PJSC ROSBANK,rosbank,5570731100000000000,5570731199999999999,5570731100000000000,5570731199999999999
"PUBLIC JOINT-STOCK COMPANY ""BANK OTKRITIE FINANCIAL CORPORATION""",otkritie,5570731200000000000,5570731299999999999,5570731200000000000,5570731299999999999
PJSC ROSBANK,rosbank,5570731700000000000,5570731799999999999,5570731700000000000,5570731799999999999
JOINT STOCK COMPANY COMMERCIAL BANK CITIBANK,citibank,5570731800000000000,5570731899999999999,5570731800000000000,5570731899999999999
"CREDIT UNION ""PAYMENT CENTER"" (LIMITED LIABILITY COMPANY)",credit_union_payment_center,5570732000000000000,5570732099999999999,5570732000000000000,5570732099999999999
